,Song Name,Artist,Weekly Streams,Week of
506,Hurricane,Luke Combs,1646941,8/24/2017
507,What About Us,P!nk,1641901,8/24/2017
508,Money Longer,Lil Uzi Vert,1629407,8/24/2017
509,Down,Fifth Harmony,1615558,8/24/2017
510,The Weekend,SZA,1613064,8/24/2017
511,First Day Out,Tee Grizzley,1610057,8/24/2017
512,pick up the phone,"Young Thug, Travis Scott",1594347,8/24/2017
513,beibs in the trap,Travis Scott,1593853,8/24/2017
514,Why,Sabrina Carpenter,1579719,8/24/2017
515,No Problem ,Chance the Rapper,1567472,8/24/2017
516,Candy Paint,Post Malone,1541298,8/24/2017
517,Losin Control,Russ,1537558,8/24/2017
518,X ,21 Savage,1518243,8/24/2017
519,PRBLMS,6LACK,1512583,8/24/2017
520,No Role Modelz,J. Cole,1498342,8/24/2017
521,Heartache On The Dance Floor,Jon Pardi,1496536,8/24/2017
522,One Dance,Drake,1487172,8/24/2017
523,Know No Better ,Major Lazer,1485332,8/24/2017
524,Craving You,Thomas Rhett,1470546,8/24/2017
525,Rolex,"Ayo, Teo",1465510,8/24/2017
526,I Don't Wanna Live Forever,"Zayn, Taylor Swift",1462609,8/24/2017
527,Malibu,Miley Cyrus,1453538,8/24/2017
528,Escapate Conmigo,Wisin,1451654,8/24/2017
529,Get Low,"Zedd, Liam Payne",1445991,8/24/2017
530,Myself,NAV,1438726,8/24/2017
531,Met Gala ,Gucci Mane,1425151,8/24/2017
532,You Was Right,Lil Uzi Vert,1418930,8/24/2017
533,Saved,Khalid,1408487,8/24/2017
534,Super Far,LANY,1404627,8/24/2017
535,RAF,A$AP Mob,1402944,8/24/2017
536,What They Want,Russ,1401434,8/24/2017
537,Younger Now,Miley Cyrus,1398830,8/24/2017
538,Neighbors,J. Cole,1388273,8/24/2017
539,8TEEN,Khalid,1385346,8/24/2017
540,Tone It Down ,Gucci Mane,1384748,8/24/2017
541,Built My Legacy ,Kodak Black,1380301,8/24/2017
542,Gyalchester,Drake,1380078,8/24/2017
543,Two High,Moon Taxi,1375704,8/24/2017
544,In Case You Didn't Know,Brett Young,1368777,8/24/2017
545,Audi.,Smokepurpp,1357698,8/24/2017
546,When It Rains It Pours,Luke Combs,1354049,8/24/2017
547,Crew ,GoldLink,1331153,8/24/2017
548,Who Dat Boy,"Tyler, The Creator",1320403,8/24/2017
549,Horses ,"PnB Rock, PnB Rock, Kodak Black, A Boogie Wit da Hoodie, PnB Rock, Kodak Black, A Boogie Wit da Hoodie",1315762,8/24/2017
550,Reminder,The Weeknd,1304533,8/24/2017
551,24K Magic,Bruno Mars,1303276,8/24/2017
552,Do I Make You Wanna,Billy Currington,1300992,8/24/2017
553,All My Love ,Cash Cash,1285727,8/24/2017
554,I Feel It Coming,The Weeknd,1284692,8/24/2017
555,Starving,Hailee Steinfeld,1267778,8/24/2017
556,Run Me Dry,Bryson Tiller,1264094,8/24/2017
557,Low Life,Future,1257343,8/24/2017
558,Versace on the Floor,Bruno Mars,1243085,8/24/2017
559,Everybody,Logic,1242446,8/24/2017
560,Exchange,Bryson Tiller,1240466,8/24/2017
561,Castle on the Hill,Ed Sheeran,1240074,8/24/2017
562,Don't,Bryson Tiller,1238525,8/24/2017
563,'Till I Collapse,Eminem,1237316,8/24/2017
564,Black Beatles,Rae Sremmurd,1237096,8/24/2017
565,Transportin',Kodak Black,1235618,8/24/2017
566,Some Way,NAV,1235220,8/24/2017
567,Reminder,The Weeknd,1234289,8/24/2017
568,The Night We Met,Lord Huron,1231345,8/24/2017
569,Patty Cake,Kodak Black,1228226,8/24/2017
570,From The D To The A ,Tee Grizzley,1228123,8/24/2017
571,Paris,The Chainsmokers,1221695,8/24/2017
572,Me Rehúso,Danny Ocean,1202136,8/24/2017
573,No Heart,21 Savage,1192293,8/24/2017
574,Don't Let Me Down,The Chainsmokers,1188547,8/24/2017
575,No Such Thing as a Broken Heart,Old Dominion,1183378,8/24/2017
576,Get to the Money,Chad Focus,1172984,8/24/2017
577,Get Right Witcha,Migos,1152234,8/24/2017
578,Gassed Up,Nebu Kiniza,1151870,8/24/2017
579,Flex Like Ouu,Lil Pump,1151184,8/24/2017
580,Chill Bill,Rob $tone,1146032,8/24/2017
581,Symphony ,Clean Bandit,1144588,8/24/2017
582,Boss,Lil Pump,1144050,8/24/2017
583,Sway ,NexXthursday,1139051,8/24/2017
584,No Flockin,Kodak Black,1135866,8/24/2017
585,Moves,Big Sean,1131969,8/24/2017
586,Sign of the Times,Harry Styles,1130835,8/24/2017
587,Up,NAV,1125758,8/24/2017
588,D Rose,Lil Pump,1122458,8/24/2017
589,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,1119915,8/24/2017
590,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1102240,8/24/2017
591,Love On The Brain,Rihanna,1102052,8/24/2017
592,Learn To Let Go,Kesha,1100754,8/24/2017
593,Selfish,PnB Rock,1098181,8/24/2017
594,Perfect,Ed Sheeran,1096196,8/24/2017
595,See You Again,"Tyler, The Creator",1094071,8/24/2017
596,Hometown Girl,Josh Turner,1090778,8/24/2017
597,V. 3005,Childish Gambino,1088387,8/24/2017
598,Weak,AJR,1086127,8/24/2017
599,Shape of You,Ed Sheeran,14514004,3/9/2017
600,iSpy ,KYLE,8766667,3/9/2017
601,That's What I Like,Bruno Mars,8295295,3/9/2017
602,Bad and Boujee ,Migos,7536649,3/9/2017
603,Mask Off,Future,7276281,3/9/2017
604,Something Just Like This,"The Chainsmokers, Coldplay",7199494,3/9/2017
605,Galway Girl,Ed Sheeran,7180819,3/9/2017
606,It Ain't Me,"Kygo, Selena Gomez",7063835,3/9/2017
607,Tunnel Vision,Kodak Black,6994936,3/9/2017
608,Castle on the Hill,Ed Sheeran,6692699,3/9/2017
609,Bounce Back,Big Sean,6655865,3/9/2017
610,Congratulations,Post Malone,6555279,3/9/2017
611,I Don't Wanna Live Forever,"Zayn, Taylor Swift",6202596,3/9/2017
612,Issues,Julia Michaels,6080178,3/9/2017
613,Perfect,Ed Sheeran,6036976,3/9/2017
614,Paris,The Chainsmokers,5907607,3/9/2017
615,Dive,Ed Sheeran,5859292,3/9/2017
616,Stay ,"Zedd, Alessia Cara",5853518,3/9/2017
617,Happier,Ed Sheeran,5699079,3/9/2017
618,Green Light,Lorde,5614362,3/9/2017
619,Slide,Calvin Harris,5511187,3/9/2017
620,New Man,Ed Sheeran,5359985,3/9/2017
621,T-Shirt,Migos,5333609,3/9/2017
622,What Do I Know?,Ed Sheeran,5172564,3/9/2017
623,Fake Love,Drake,5161133,3/9/2017
624,Body Like A Back Road,Sam Hunt,4433530,3/9/2017
625,I Feel It Coming,The Weeknd,4422305,3/9/2017
626,Hearts Don't Break Around Here,Ed Sheeran,4369394,3/9/2017
627,Eraser,Ed Sheeran,4349734,3/9/2017
628,Swang,Rae Sremmurd,4335464,3/9/2017
629,Barcelona,Ed Sheeran,4256012,3/9/2017
630,Supermarket Flowers,Ed Sheeran,4252540,3/9/2017
631,Location,Khalid,4248775,3/9/2017
632,How Would You Feel (Paean),Ed Sheeran,4238005,3/9/2017
633,Starboy,The Weeknd,4195730,3/9/2017
634,Say You Won't Let Go,James Arthur,4148261,3/9/2017
635,Cold,Maroon 5,4095828,3/9/2017
636,Selfish ,Future,4064484,3/9/2017
637,Chained To The Rhythm,Katy Perry,4038271,3/9/2017
638,Believer,Imagine Dragons,3975490,3/9/2017
639,Nancy Mulligan,Ed Sheeran,3975244,3/9/2017
640,Closer,The Chainsmokers,3879822,3/9/2017
641,Scared to Be Lonely,Martin Garrix,3717465,3/9/2017
642,Bibia Be Ye Ye,Ed Sheeran,3682850,3/9/2017
643,Look At Me!,XXXTENTACION,3619282,3/9/2017
644,Love On The Brain,Rihanna,3614749,3/9/2017
645,Bad Things,"Machine Gun Kelly, Camila Cabello",3612668,3/9/2017
646,Caroline,Amine,3548672,3/9/2017
647,Save Myself,Ed Sheeran,3524386,3/9/2017
648,Moves,Big Sean,3450551,3/9/2017
649,goosebumps,Travis Scott,3415123,3/9/2017
650,All Time Low,Jon Bellion,3245567,3/9/2017
651,"How Far I'll Go - From ""Moana""",Alessia Cara,3241922,3/9/2017
652,Comin Out Strong ,Future,3225561,3/9/2017
653,Broccoli ,DRAM,3065043,3/9/2017
654,Black Beatles,Rae Sremmurd,3043561,3/9/2017
655,Redbone,Childish Gambino,3007770,3/9/2017
656,No Heart,21 Savage,2939106,3/9/2017
657,Call On Me - Ryan Riback Extended Remix,Starley,2924654,3/9/2017
658,X ,21 Savage,2922329,3/9/2017
659,Both ,Gucci Mane,2890213,3/9/2017
660,No Problem ,Chance the Rapper,2884436,3/9/2017
661,Despacito,Luis Fonsi,2867453,3/9/2017
662,Party Monster,The Weeknd,2853376,3/9/2017
663,Weak,AJR,2835341,3/9/2017
664,Run Up ,Major Lazer,2740422,3/9/2017
665,24K Magic,Bruno Mars,2681301,3/9/2017
666,Rolex,"Ayo, Teo",2652775,3/9/2017
667,Slippery ,Migos,2434172,3/9/2017
668,One Dance,Drake,2406213,3/9/2017
669,Down,Marian Hill,2346399,3/9/2017
670,I Got You,Bebe Rexha,2345230,3/9/2017
671,All Night,The Vamps,2328506,3/9/2017
672,Deja Vu,J. Cole,2317990,3/9/2017
673,Losin Control,Russ,2306176,3/9/2017
674,No Favors,Big Sean,2264886,3/9/2017
675,Don't Leave,Snakehips,2210522,3/9/2017
676,Rockabye ,Clean Bandit,2206809,3/9/2017
677,Make Me (Cry),Noah Cyrus,2201316,3/9/2017
678,Sneakin',Drake,2193683,3/9/2017
679,Kelly Price ,Migos,2170875,3/9/2017
680,Low Life,Future,2154479,3/9/2017
681,Selfish,PnB Rock,2135959,3/9/2017
682,pick up the phone,"Young Thug, Travis Scott",2128007,3/9/2017
683,Chill Bill,Rob $tone,2088175,3/9/2017
684,White Iverson,Post Malone,2085345,3/9/2017
685,Just Hold On,"Steve Aoki, Louis Tomlinson",2072474,3/9/2017
686,You Was Right,Lil Uzi Vert,2045547,3/9/2017
687,Starving,Hailee Steinfeld,2031672,3/9/2017
688,Rent Money,Future,2018017,3/9/2017
689,Solo Dance,Martin Jensen,1984793,3/9/2017
690,History,Olivia Holt,1983075,3/9/2017
691,The Other,Lauv,1909638,3/9/2017
692,Sunset Lover,Petit Biscuit,1905809,3/9/2017
693,Draco,Future,1890587,3/9/2017
694,Side To Side,Ariana Grande,1886373,3/9/2017
695,Heathens,Twenty One Pilots,1882771,3/9/2017
696,Water Under the Bridge,Adele,1862716,3/9/2017
697,No Role Modelz,J. Cole,1824970,3/9/2017
698,Sooner Or Later,Aaron Carter,1821626,3/9/2017
699,Some Way,NAV,1816784,3/9/2017
700,Good Drank,2 Chainz,1775851,3/9/2017
701,In the Name of Love,Martin Garrix,1758695,3/9/2017
702,Cake - Challenge Version,Flo Rida,1749723,3/9/2017
703,Water,Ugly God,1749019,3/9/2017
704,Oceans Away,A R I Z O N A,1742336,3/9/2017
705,Let Me Love You,DJ Snake,1739294,3/9/2017
706,Don't Wanna Know,Maroon 5,1729852,3/9/2017
707,Romantic - NOTD Remix,Stanaj,1727678,3/9/2017
708,Get Right Witcha,Migos,1713389,3/9/2017
709,Some Kind Of Drug,G-Eazy,1693576,3/9/2017
710,Too Many Years,Kodak Black,1665331,3/9/2017
711,Too Good,Drake,1662948,3/9/2017
712,Go Flex,Post Malone,1658505,3/9/2017
713,Mercy,Shawn Mendes,1646590,3/9/2017
714,Reminder,The Weeknd,1644310,3/9/2017
715,Controlla,Drake,1629741,3/9/2017
716,Needed Me,Rihanna,1629120,3/9/2017
717,Come and See Me ,PARTYNEXTDOOR,1626501,3/9/2017
718,Gucci On My ,Mike WiLL Made-It,1625600,3/9/2017
719,Running Back ,Wale,1621548,3/9/2017
720,Exchange,Bryson Tiller,1620722,3/9/2017
721,Don't,Bryson Tiller,1615781,3/9/2017
722,Don't Let Me Down,The Chainsmokers,1611907,3/9/2017
723,Money Longer,Lil Uzi Vert,1605491,3/9/2017
724,Go Off ,"Lil Uzi Vert, Lil Uzi Vert, Quavo, Travis Scott, Lil Uzi Vert, Quavo, Travis Scott",1600533,3/9/2017
725,PRBLMS,6LACK,1595931,3/9/2017
726,September Song,JP Cooper,1591255,3/9/2017
727,beibs in the trap,Travis Scott,1589682,3/9/2017
728,Can't Stop The Feeling!,Justin Timberlake,1589103,3/9/2017
729,No Flockin,Kodak Black,1585237,3/9/2017
730,Sorry,Future,1579609,3/9/2017
731,Party,Chris Brown,1569616,3/9/2017
732,Panda,Desiigner,1560035,3/9/2017
733,Thumbs,Sabrina Carpenter,1553201,3/9/2017
734,All Night ,Chance the Rapper,1552715,3/9/2017
735,Saved,Khalid,1551324,3/9/2017
736,Scars To Your Beautiful,Alessia Cara,1543211,3/9/2017
737,Thinking out Loud,Ed Sheeran,1538525,3/9/2017
738,Lights Down Low,MAX,1519734,3/9/2017
739,Ride,Twenty One Pilots,1501511,3/9/2017
740,Used to This,Future,1499202,3/9/2017
741,Sucker For Pain ,"Lil Wayne, Wiz Khalifa, Imagine Dragons, Logic, Ty Dolla $ign feat. X Ambassadors, Wiz Khalifa, Imagine Dragons, Logic, Ty Dolla $ign",1468303,3/9/2017
742,Same Drugs,Chance the Rapper,1464726,3/9/2017
743,Gassed Up,Nebu Kiniza,1461281,3/9/2017
744,It's Gotta Be You,Isaiah,1449354,3/9/2017
745,Deja Vu,Post Malone,1448709,3/9/2017
746,Jumpman,Drake,1444796,3/9/2017
747,Photograph,Ed Sheeran,1435290,3/9/2017
748,Erase Your Social,Lil Uzi Vert,1422695,3/9/2017
749,Litty ,Meek Mill,1412693,3/9/2017
750,Shed a Light,Robin Schulz,1408827,3/9/2017
751,Six Feet Under,The Weeknd,1399275,3/9/2017
752,Wyclef Jean,Young Thug,1393709,3/9/2017
753,Treat You Better,Shawn Mendes,1392151,3/9/2017
754,Neighbors,J. Cole,1372762,3/9/2017
755,Stressed Out,Twenty One Pilots,1368961,3/9/2017
756,Timeless,A Boogie Wit da Hoodie,1367466,3/9/2017
757,Outlet,Desiigner,1358773,3/9/2017
758,Cold Water ,Major Lazer,1350348,3/9/2017
759,Chantaje ,Shakira,1346525,3/9/2017
760,Love,Lana Del Rey,1344513,3/9/2017
761,Everyday,Ariana Grande,1343728,3/9/2017
762,How Far I'll Go,Auli'i Cravalho,1332603,3/9/2017
763,Juke Jam ,Chance the Rapper,1327613,3/9/2017
764,All We Know,The Chainsmokers,1323275,3/9/2017
765,One Night,Lil Yachty,1310383,3/9/2017
766,8TEEN,Khalid,1308351,3/9/2017
767,Incredible,Future,1303941,3/9/2017
768,First Day Out,Tee Grizzley,1303288,3/9/2017
769,Million Reasons,Lady Gaga,1302716,3/9/2017
770,Death of a Bachelor,Panic! At The Disco,1274148,3/9/2017
771,Smoke Break ,Chance the Rapper,1273817,3/9/2017
772,Work from Home ,Fifth Harmony,1271634,3/9/2017
773,Up,NAV,1270606,3/9/2017
774,Feel Good ,Gryffin,1267522,3/9/2017
775,There He Go,Kodak Black,1260783,3/9/2017
776,Use Me,Future,1259557,3/9/2017
777,The Hills,The Weeknd,1254236,3/9/2017
778,American Teen,Khalid,1254233,3/9/2017
779,Work,Rihanna,1248604,3/9/2017
780,Versace on the Floor,Bruno Mars,1246974,3/9/2017
781,Shining ,DJ Khaled,1246757,3/9/2017
782,"i hate u, i love u ",gnash,1238513,3/9/2017
783,Die For You,The Weeknd,1231523,3/9/2017
784,Now and Later,Sage The Gemini,1228907,3/9/2017
785,What They Want,Russ,1223183,3/9/2017
786,'Till I Collapse,Eminem,1220077,3/9/2017
787,Love Me Now,John Legend,1219633,3/9/2017
788,All We Got ,Chance the Rapper,1217656,3/9/2017
789,OOOUUU,Young M.A,1206703,3/9/2017
790,Sidewalks,The Weeknd,1201411,3/9/2017
791,I'm so Groovy,Future,1201170,3/9/2017
792,Shot Down,Khalid,1192720,3/9/2017
793,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,1190485,3/9/2017
794,My Shit,A Boogie Wit da Hoodie,1185531,3/9/2017
795,"Me, Myself & I",G-Eazy,1175718,3/9/2017
796,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,1167925,3/9/2017
797,Dirt On My Boots,Jon Pardi,1163150,3/9/2017
798,Jump Out The Window,Big Sean,1161166,3/9/2017
799,Nice For What,Drake,11939186,5/24/2018
800,This Is America,Childish Gambino,11739125,5/24/2018
801,Yes Indeed,"Lil Baby, Drake",11493709,5/24/2018
802,Better Now,Post Malone,10518738,5/24/2018
803,Psycho ,Post Malone,9001378,5/24/2018
804,God's Plan,Drake,8623146,5/24/2018
805,Look Alive ,BlocBoy JB,7551040,5/24/2018
806,I Like It,Cardi B,7225756,5/24/2018
807,Lucid Dreams,Juice WRLD,6822774,5/24/2018
808,rockstar ,Post Malone,6200199,5/24/2018
809,Paranoid,Post Malone,6107002,5/24/2018
810,Ball For Me ,Post Malone,5811426,5/24/2018
811,Walk It Talk It,Migos,5788279,5/24/2018
812,Plug Walk,Rich The Kid,5739362,5/24/2018
813,SAD!,XXXTENTACION,5516756,5/24/2018
814,Spoil My Night ,Post Malone,5362962,5/24/2018
815,no tears left to cry,Ariana Grande,5296282,5/24/2018
816,Powerglide,"Rae Sremmurd, Juicy J",5248903,5/24/2018
817,Stay,Post Malone,5204493,5/24/2018
818,Ric Flair Drip,"Offset, Metro Boomin",5170942,5/24/2018
819,FAKE LOVE,BTS,5090331,5/24/2018
820,Rich & Sad,Post Malone,5058473,5/24/2018
821,Watch ,Travis Scott,4989289,5/24/2018
822,Playinwitme ,KYLE,4947855,5/24/2018
823,OTW,Khalid,4946311,5/24/2018
824,KOD,J. Cole,4823671,5/24/2018
825,JAPAN,Famous Dex,4810212,5/24/2018
826,Love Lies,"Khalid, Normani",4794763,5/24/2018
827,Call Out My Name,The Weeknd,4633024,5/24/2018
828,Shoota ,Playboi Carti,4581608,5/24/2018
829,Back To You,Selena Gomez,4555364,5/24/2018
830,Candy Paint,Post Malone,4442310,5/24/2018
831,Freaky Friday ,Lil Dicky,4380111,5/24/2018
832,All Girls Are The Same,Juice WRLD,4323529,5/24/2018
833,Meant to Be,"Bebe Rexha, Florida Georgia Line",4285545,5/24/2018
834,The Middle,"Zedd, Maren Morris, Grey",4196734,5/24/2018
835,I Fall Apart,Post Malone,4172726,5/24/2018
836,One Kiss ,"Calvin Harris, Dua Lipa, Dua Lipa",4038761,5/24/2018
837,Over Now,Post Malone,3997861,5/24/2018
838,92 Explorer,Post Malone,3882545,5/24/2018
839,Zack And Codeine,Post Malone,3841637,5/24/2018
840,All The Stars,"Kendrick Lamar, SZA",3721197,5/24/2018
841,Mine,Bazzi,3689234,5/24/2018
842,King's Dead,"Jay Rock, Kendrick Lamar, Future, James Blake",3671669,5/24/2018
843,lovely ,"Billie Eilish, Khalid",3632482,5/24/2018
844,Takin' Shots,Post Malone,3571223,5/24/2018
845,Same Bitches ,Post Malone,3509881,5/24/2018
846,Te Boté - Remix,Nio Garcia,3432257,5/24/2018
847,Youngblood,5 Seconds of Summer,3414892,5/24/2018
848,FRIENDS,"Marshmello, Anne",3351073,5/24/2018
849,Sangria Wine,"Pharrell Williams, Camila Cabello",3307191,5/24/2018
850,Be Careful,Cardi B,3302330,5/24/2018
851,Stir Fry,Migos,3262178,5/24/2018
852,XO TOUR Llif3,Lil Uzi Vert,3201605,5/24/2018
853,Moonlight,XXXTENTACION,3139675,5/24/2018
854,Youth ,Shawn Mendes,2926809,5/24/2018
855,PICK IT UP ,Famous Dex,2922758,5/24/2018
856,Otherside,Post Malone,2902092,5/24/2018
857,Red Roses ,Lil Skies,2864264,5/24/2018
858,Champion ,NAV,2839457,5/24/2018
859,Solo ,Clean Bandit,2835807,5/24/2018
860,Chun-Li,Nicki Minaj,2801287,5/24/2018
861,Kevin’s Heart,J. Cole,2791627,5/24/2018
862,HUMBLE.,Kendrick Lamar,2732889,5/24/2018
863,Heaven,Kane Brown,2731648,5/24/2018
864,Congratulations,Post Malone,2729572,5/24/2018
865,Blame It On Me,Post Malone,2652970,5/24/2018
866,Esskeetit,Lil Pump,2618733,5/24/2018
867,1942,G-Eazy,2597099,5/24/2018
868,ATM,J. Cole,2592425,5/24/2018
869,Jocelyn Flores,XXXTENTACION,2580868,5/24/2018
870,Somebody,The Chainsmokers,2576880,5/24/2018
871,In My Blood,Shawn Mendes,2567510,5/24/2018
872,Young Dumb & Broke,Khalid,2526545,5/24/2018
873,Wanted You ,NAV,2522511,5/24/2018
874,Sugar Wraith,Post Malone,2493933,5/24/2018
875,Nowadays ,Lil Skies,2465334,5/24/2018
876,Motiv8,J. Cole,2379647,5/24/2018
877,goosebumps,Travis Scott,2377752,5/24/2018
878,Lust,Lil Skies,2350003,5/24/2018
879,The Truth Untold,BTS,2349463,5/24/2018
880,Havana ,Camila Cabello,2346860,5/24/2018
881,Bank Account,21 Savage,2338504,5/24/2018
882,Pray For Me ,"The Weeknd, Kendrick Lamar",2321008,5/24/2018
883,changes,XXXTENTACION,2284482,5/24/2018
884,X,"Nicky Jam, J Balvin",2278125,5/24/2018
885,Location,Khalid,2268865,5/24/2018
886,Nevermind,Dennis Lloyd,2255093,5/24/2018
887,You Make It Easy,Jason Aldean,2239114,5/24/2018
888,New Freezer ,Rich The Kid,2237049,5/24/2018
889,Bounce Out With That,YBN Nahmir,2236929,5/24/2018
890,Outside Today,YoungBoy Never Broke Again,2235079,5/24/2018
891,Fuck Love ,XXXTENTACION,2234052,5/24/2018
892,Plain Jane,A$AP Ferg,2233763,5/24/2018
893,Done for Me,Charlie Puth,2208322,5/24/2018
894,Jettski Grizzley ,Tee Grizzley,2207725,5/24/2018
895,LOVE.,Kendrick Lamar,2180488,5/24/2018
896,Everyday,"Logic, Marshmello",2167689,5/24/2018
897,1985 - Intro to “The Fall Off”,J. Cole,2149494,5/24/2018
898,Tequila,Dan + Shay,2141693,5/24/2018
899,Never Be the Same,Camila Cabello,2140976,5/24/2018
900,Taste ,Tyga,2124074,5/24/2018
901,Betrayed,Lil Xan,2117485,5/24/2018
902,Change Lanes,Kevin Gates,2114196,5/24/2018
903,Bodak Yellow,Cardi B,2099058,5/24/2018
904,Bartier Cardi ,Cardi B,2091842,5/24/2018
905,Welcome to the Party,"Diplo, French Montana, Lil Pump",2076435,5/24/2018
906,Redbone,Childish Gambino,2060544,5/24/2018
907,Remind Me to Forget,Kygo,2059137,5/24/2018
908,BUTTERFLY EFFECT,Travis Scott,2058425,5/24/2018
909,Jackie Chan,"Tiesto, Dzeko",2028787,5/24/2018
910,IDGAF,Dua Lipa,2028204,5/24/2018
911,Airplane pt.2,BTS,2023150,5/24/2018
912,Marry Me,Thomas Rhett,2017317,5/24/2018
913,1-800-273-8255,Logic,2004537,5/24/2018
914,Drip ,Cardi B,2003340,5/24/2018
915,MotorSport,Migos,1981913,5/24/2018
916,No Limit,G-Eazy,1976261,5/24/2018
917,Roll In Peace ,Kodak Black,1968304,5/24/2018
918,Clout ,Ty Dolla $ign,1932840,5/24/2018
919,Thunder,Imagine Dragons,1917738,5/24/2018
920,Creeping ,Lil Skies,1910930,5/24/2018
921,Faith ,NAV,1906355,5/24/2018
922,Boo'd Up,Ella Mai,1895780,5/24/2018
923,New Rules,Dua Lipa,1890905,5/24/2018
924,Delicate,Taylor Swift,1889071,5/24/2018
925,I Get The Bag ,Gucci Mane,1884090,5/24/2018
926,Paradise,BTS,1865063,5/24/2018
927,I Do ,Cardi B,1844638,5/24/2018
928,Finesse - Remix; feat. Cardi B,"Bruno Mars, Cardi B",1842290,5/24/2018
929,Life Goes On,Lil Baby,1836951,5/24/2018
930,Unforgettable,French Montana,1832971,5/24/2018
931,Perfect,Ed Sheeran,1828434,5/24/2018
932,Let You Down,NF,1824634,5/24/2018
933,Anpanman,BTS,1823395,5/24/2018
934,When It Rains It Pours,Luke Combs,1821813,5/24/2018
935,Love Maze,BTS,1818692,5/24/2018
936,The Way Life Goes ,Lil Uzi Vert,1818419,5/24/2018
937,Sky Walker ,Miguel,1815061,5/24/2018
938,I Wanna Know ,NOTD,1802454,5/24/2018
939,Silence,Marshmello,1801161,5/24/2018
940,Body Like A Back Road,Sam Hunt,1794825,5/24/2018
941,134340,BTS,1779432,5/24/2018
942,Codeine Dreaming ,Kodak Black,1779019,5/24/2018
943,Believer,Imagine Dragons,1775685,5/24/2018
944,Beautiful,Bazzi,1770240,5/24/2018
945,Magic Shop,BTS,1756610,5/24/2018
946,No Role Modelz,J. Cole,1756399,5/24/2018
947,Intro: Singularity,BTS,1753397,5/24/2018
948,Singles You Up,Jordan Davis,1739981,5/24/2018
949,Rubbin Off The Paint,YBN Nahmir,1734939,5/24/2018
950,Guatemala - From Swaecation,Rae Sremmurd,1731859,5/24/2018
951,Go Flex,Post Malone,1716245,5/24/2018
952,Girls ,Rita Ora,1714057,5/24/2018
953,Drowning ,A Boogie Wit da Hoodie,1707859,5/24/2018
954,Photograph,J. Cole,1699136,5/24/2018
955,Shape of You,Ed Sheeran,1682379,5/24/2018
956,Written in the Sand,Old Dominion,1657048,5/24/2018
957,White Iverson,Post Malone,1651737,5/24/2018
958,Flames,David Guetta,1651097,5/24/2018
959,2002,Anne-Marie,1648917,5/24/2018
960,DNA.,Kendrick Lamar,1648158,5/24/2018
961,Everybody Dies In Their Nightmares,XXXTENTACION,1631090,5/24/2018
962,Freestyle,Lil Baby,1627583,5/24/2018
963,2 Vaults ,Tee Grizzley,1616042,5/24/2018
964,Passionfruit,Drake,1609032,5/24/2018
965,Sorry Not Sorry,Demi Lovato,1603860,5/24/2018
966,I Like Me Better,Lauv,1602623,5/24/2018
967,1950,King Princess,1600726,5/24/2018
968,The Night We Met,Lord Huron,1593813,5/24/2018
969,So What,BTS,1590308,5/24/2018
970,Downtown's Dead,Sam Hunt,1580652,5/24/2018
971,CLOSE ,"Rae Sremmurd, Travis Scott",1577589,5/24/2018
972,Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,1577148,5/24/2018
973,Familiar,Liam Payne,1575464,5/24/2018
974,Love Galore ,SZA,1562171,5/24/2018
975,iSpy ,KYLE,1561993,5/24/2018
976,GOTTI,6ix9ine,1552556,5/24/2018
977,Whatever It Takes,Imagine Dragons,1542528,5/24/2018
